Comment,Label
"مع الاسف الشعوب العربيةوكثرت بينها الضغائن والحقد والكره ونسو اننا كنا دولة واحدة من الصين الى اوربا مع الاسف نسو التراث العربي الاصيل الغني بالحضارة واهتموا باشياء تافهة و وبدأ التنابز بالالقاب التجاوز بكلام رذيل لا يجوز يجب ان نتحضر ونعبر عن رأينا بلا تعصب ولا انحياز انا ارى ان احلام صوتها جميل لكن تصرفاتها لا تليق بفنانة و ادعوا الاخوة الى نبذ الضفائن والفتن ولا احد يشتم الاخر ولا بلد يشتم الاخر فكلنا اخوة وامة واحدة اسلامية يجب ان نسير على منهاج النبوة اكان اصحاب الرسول يتنابزون بالاقاب كما يحصل اليوم لم يكونوا يشتمون حتى الكفار لان هذه اهلاق نبينا الكريم (ص)
اتمنى ان يتعض بكلامي ولو شخص واحد فالواحد يعض اخر ثم اخر ونعود امة واحدة قوية عضيمة لا تهزها ريح الفتنة
اسف على الاطالة في الحوار
شكراً مع تحياتي",Positive
انا مش فاهمه دى فنانه بامارة ايه دى شرشوحه,Negitive
ناجت شذا حسون,Positive
اقول مابين الزقيين خيار  ههههه احلام زق  والجمهور زق وانا زق اللي متابع هنا وجالس اعلق !,Negitive
من الذي يتكلم في آخر خمس دقائق؟؟؟؟؟ ممل ويعتقد أنه يتكلم بأمور مهمة ولقد أطال وأهان بشكل عام. من هو ؟؟؟؟,Positive
احلام خبلة مو بعقلهة,Negitive
"أحلام قلبها طيب بس تحتاج دورة في الأتكيت و فن التعامل مع الناس

وتقلل شوي من الدفاشة في الكلام والحركات",Positive
"بتروح مع المذيعه خلف الكواليس
اعتقد احلام بتوري المذيعة زبها",Negitive
لاحول ولاقوة الا بالله  نووووووووووووو كومنننننت :/,Positive
هاذي نسخة من القذافي....الله ﻻ يبﻻنا,Negitive
راغب ماترك ارب ايدل الا بسبب احلام وذهب الى البرنامج الاخر اكس فاكتور ...وكلها تحت مضلة ام بي سي....وام بي سي ماحبت تخسر راغب...واحلام بصراحة سيئة جدا في كل شي...وليست ملكة,Positive
"مرحبا معكم مترجم جوجل 

هل تسئلني ما تعريف احلام؟

حسناً احلام اكثر امرأه تخلفاً في العالم العربي 

واعتقد ان لديها مرض نفسي

وسلامتكم",Negitive
ي زين ضحكه حسن  ما  قد سمعتها مغير ابتسامات,Positive
بشعة,Negitive
منو هي احلام,Positive
مي العيدان شعار الامراض النفسيه الله يلعن ذالوجه,Negitive
برافو قصف رائع للطقاقة و امثالها و رسالة واضحة لاصحاب الذوق الراقي,Positive
صراحة انا ما أحب شخصية أحلام بس أحلام هيا فنانة الخليج الأولى وهي سبب نجاح عرب ايدول ناس تابع عرب ايدول عشان أحلام ذي حقيقة وهي أكثر فنانة عربية عندها شعبية في كل المواقع الاجتماعية شوف عدد متابعينة اكثر فنان عربي عندو متابعين شعبية قويا لو استغنو عن أحلام و جابوا أي فنانة ثانية غيرها محد راح يتابع عرب ايدول ما أضن mbc تخسر أحلام و احلام قالته انا عرب ايدول من غير مارح يكون في عرب ايدول,Positive
هاي شبيه مابقى واحد محجت عليه اخر شي تتعارك وي نفسه لان تخلص الساحه الفنيه,Positive
طرلالي طرلالي هذي مجنونة رسمي اللهم تبت عقلنا,Negitive
انا شاب مصرى اعمل معلم بالسعودية اريد الزواج وهاد الواتساب بتاعى 01121034798 واعمل معلم وانزل فترة الاجازة الى بلدى مصر وده رقمى بالسعودية  0566491837,Positive
هههههههههههه مين حابب يجي معاي ورا الكواليس ;D,Positive
الكائنه هاذي تستفزني,Positive
ربي يشفيك ياااااااااا احلام و الله انت صعبانا عليا...,Positive
أحلام أشرف فنانة بين كل فنانات العرب  انا اقول الحق وانا ليس من معجبيها لكن  الحق يقال واللة واللة في خيانات بين الفنانين والمشاهير  والفساد الأخلاقي  بين كل  المطربين والفنانين  إلا أحلام انسانة نظيفة أخلاقيا,Positive
احلام  هههههههههههههههههههههههه مسكينه عندها عقده نفسيه . هذي مريضه يا عالم .,Negitive
لا صوت ولا صوره,Positive
العرب لم يتخذوا الانترنت الا لسب وشتم بعضهم بعضا ....يا أمة ضحكت من جهلها الامم,Positive
لمازا يفتكر الفنانون اننا لا نحب ان سمع لهم او نشاهدم ازا صاروا محترمين,Positive
اشوفها تذكرني في معمر القذافي رحمة الله عليه ههههههه,Negitive
ههههههههههههههههههههههههههههههههههههه,Positive
احب احلام ولا اشوف ارب ايدل الا علشانها,Positive
"شو بدي احكي !! لا حول ولا قوة الا بالله العلي العظيم 
بإختصار شديد احلام ما بتمثل غير حالها ...",Positive
هههههههههههههههههههههههههههههههههه الحمد الله المخبله راح تطلع,Negitive
عند شوهت صورة الخليجيات لاسلوب ولا اخلاق عل  ملكه ترى الادميه صدقت نفسها مررره,Negitive
tواش دخل كلامك بالفيديو .احلام مثال على كلامك و لا تستخدمها كا طُعم لاجتذاب ناس لقناتك.اسلوب تلهيت ناس في سخافات شئ موجود في عالم كله منذُ قرون لا جديد في انها اداه مفيده.يريت تكون صريح في كلامك و تأتي بأمثله ...بدال ما تجي على حيطه الهبيطى.,Positive
ههههههههههههههههههههههه الله يهديها,Positive
"صاحب المقطع متخلف وحقوووووووود
دعواتي لك با الشفاء وانا متأكد انك من الصحافة والحاقدين",Negitive
احلا كفى غرور,Negitive
احلاممم كفى غرور بس لان مستحيل  ان تصلي الى راغب علامه,Negitive
دائما متألقه والانسان الناجح هو الي دايمه الناس توقف بويها ... اهنيها والله من كل قلبي ملكه قصبن عن اتخن تخين وصوتها بهالايام ما ينوجد مثله الله يوفقها ...(الملكه) احﻻم,Positive
استغفرالله,Positive
ياجبل مايهزك ريح هذه الملكة موووووووووووووووووووووووووووووووتووووووووووووووووووووووووووووو غيظ,Positive
الحين اذا انتي تصلين ليه محطه مناكير وطويله اضافرك,Positive
سبحان الله تاركين مريام وهيفاء ومروى الي يطلعون شبه عريانات وسقط في حركاتهم تقول فيلم إباحي وماسكين أحلام هههههههههههههههههه والله ياملكة أنك طحنتيهم طحن  :),Positive
عود تحجي لغات ام العيورة ههههههه ساعة لبناني ساعة مصري ساعة خليجي كبر لفج خخخخخخخخخخ,Positive
بايخه مررررره,Positive
ومع هذا أحلام سيدة الفن الخليجي والعربي الآن وصوت خياااااااااااااااااااااااااااال,Positive
"بالله عليكم فيه فنان عربي مثقف ورزين وعاقل ؟ يمكن قلة قليلة وكمثال كاظم الساهر أصالة نصري، لكن الاغلبية بهذه الصورة",Positive
أحلام بنعشقها في المغرب وهي فنانة كبيرة,Positive
الإناء الفارغ يحدث أصوات كشيرة الفاهم يفهم,Positive
اقول كيف الحال بس..اصلا ما جابوها في البرنامج الا عشان المقاطع اللي مجمعها انت ووجهك...لايكثر وروح كمل سيخ الشاورما لا يزعل عليك المعلم بس.,Positive
"معارك الحوثيين  مع السعوديهض

ين",Positive
"الصراحة في نفسيات تحت يسبون احلام وهي تاخذ حسناتكم ..
الحين هي ماشفتها سوت شي غلط ..
يعني هي اشوفها فلاويه وعليها خباله شوي لاكن هاذا ماهو عذر انكم تسبونها يعني اتركوها في حالها..
انا ماحب عامةً الفنانين الخليجيين لاكن احلام سبيتوها لين كرهت نفسها..
الزبدة اتمنى انكم ماتسبونها وقبل لاتشوف عيوب الناس شوف عيوبك يافهيم !!",Positive
أحلام مختلة عقلياً,Negitive
الله لا يبلانا,Positive
وائل انسحب من عرب ايدووول لانو احلام طردتو من البرنامج لاتخافي يا نانسي الدور جاي عليكي الدور انتي كمان,Positive
قال ايش قال شمس الكويتية مين قال ان شمس كويتيه شمس لاتحمل الجنسيه الكويتيه محد يدري شمس من اي داهيه جايه مالت عليها من مغنيه فاشله,Negitive
احلام اروع فنانات العرب وهي الملكة من جد عن جدارة والي ميتين غيرة منها ومن جمالها وصوتها الملكي يموت بغيرتو,Positive
طز فيها,Negitive
دمها كتير ثقيل وخاصة وهي بتهزر,Negitive
الاولى بالردح,Positive
"المفرؤض يحطوها ممثله رعب 
هههههههههه",Negitive
كل فنان طلع مع احلام غلطان وهبيله  طالع جنب هبيله يا اخواننا الفنانين  انتو ترفعو مستوى الفن ولا تنزلوه صار الفن طقطقة طقاقات ومع الرغم من كل المشاكل الي يمر فيها عالمنا العربي والأخبار السيئه كل يوم الواحد يبغى يريح راسه شويه يحصل الكلام الفارغ هذا  الله لايوفق من يصرف على كذا برامح,Negitive
أحلام مريضة نفسيا,Negitive
"وقبيحة
 دات وصفات",Negitive
وعععععععععععععععععععععععععععع  مختلة,Negitive
مختلة ك شخصية كانت طقاقة والحين شافت العز من بعد زوجها الدلخ الطرطور. الملكه ملكه ب تصرفاتها مو نفس تصرفاتها الصبيانية. بعدين اللقب ذا اشترتة ب فلوس يوم راحت مصر.بصراحه اللقب ذا مفروض يروح ل نوال الكويتية فن وأخلاق واسلوب,Negitive
"طريقة وضيعة جدا ... دعوا خلق الله ولا تنشروا وتفبركوا لقطات ربما لها لحظاتها الخاصة أو مبرراتها .. وأنتم تصيغونها بحيث تفتنون الخلق وتشوهون الحقيقة ..
 هذا ما أوصلنا لما نحن فيه ... تشهير بالخلق والتدني بالنفوس للهاوية ... الله يجيركم من سوء أعمالكون",Positive
اخذتو كل ذنوبها 😂,Positive
أولي على شنو وملكة على منو الله يرحم حالها ويشفيها مبين مسكينه مو صاحية,Positive
"من جهة رائي الشخصي احلااام صووت وجرئه 100% 
ومن ناحية الاشياء الاخرى 0% لانها متناقضه في بعض الامور وتنكر فنانين لهم جمهورهم الخاص مثل شمس وغيرها  مالها حق تنكر فنانه لها جمهورها وفي بعض الانتقادات تجيب العيد وتتحول الي انساانه قليلة ادب يعني سلبياته كثيررره مع اني من محبي وعاشقي الفنانه والمطربه الكبيره احلام ولاكن عيوبها صراحه واجد والانسان مايخلى من العيوب ولاكن نقدر نحسنها ونعدلها للاحسن مو للاسوء وتحياتي",Positive
باربي الكويت ههههخخخخ وجه خرا,Positive
"احلام تقول انها بدأت من الصفر من خط الفقر والآن اصبحت غنية فهذه خلاصة اجتماع المال و الجهل .... سلوكيااا اتكلم
طربيا كانت فنانة ناجحة الى 2005 بعد كذااا كل سنة ترجع للخلف ..
اسمع البوم احلام 98 والاغاني الجديدة فرق كبير",Positive
روعه,Positive
شكد مكروهه  هذي المذيعة شلون متحمليها بالكويت,Negitive
دودةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةةة,Positive
احلام حبي لاانك انتي احسك قويه بس لازم احلام متجيبي لاالفاض لمش صالحه للهواء حبي وانتي محد يلمج لكلام لاان انتي فع وقول ولله احلام ايش يتكلمون عنج لا تردي بس لاان تتكلمي ملافض مو كويسى عشان تجي يهاجمونج حبي ف عشانج انا حبي انتي مو لازم حد ينحصك,Positive
"صراحة هي اللي مخربة البرنامج بتعليقاتها الغبية 
العيب مو  منها ,, العيب من الشيوخ اللي وصلوها للمستوى هذا ..",Positive
احلام تاج على راس كل لبناني و لبنانية,Positive
هاي مبس خبله هلي بدويه اصلن تتصرف في كل مراحل العصور التاريخ متعرف الفن نهايا,Negitive
هذه مغرورة,Negitive
الله يحرق روحها هلطقاقة,Negitive
تابع اخوي جزاك الله خير,Positive
ملكه غصب عن الكل,Positive
متعاطيه رسميا,Negitive
الله يشفيها,Positive
اما قصة النمساا والباص فل شباب 😂😂😂,Positive
احلام مريضه نفسيآ,Negitive
غبية ايش الاسلام الي عايشة فيه والله ماتعرف ولا شي من القران غير اغني من الالف لي الياء وقلك زوجها اصلع واخس منها ايش المفهوم الحقيقي لي احلام😯😯😯😯 يع اكیها 😕😕,Negitive
"الي مستغرب منها الاموال الطائله بحسب احلام ؟؟؟ شيء مش معقول فيه علامة استفهام
ام الي قاعد يتكلم لو ياكل تراب يكون احسن ..انا ماحب المتصيدين او الذمم",Positive
"شاهدو  اجمل لقطة  في  الدقيقة  7.40
ويلي عجبو  اللقطة  يعطيني  لايك  بسرعة  هههههههههههه",Positive
"انا اصلا ما بطيقها انسانة فاشلة انسانيا وليس لها هدف في حياتها
في حدا بكون متخرج من كلية شريعة بيصير مغني؟ معلش يعني هي مريضة نفسيا
وفعلا عندها استخفاف شديد في تعليقاتها بتقول الكلمة وبتنساها وبتحكي نقيضها بمكان تاني
وياربي شو بتحب المشاكل اول مرة بحياتي بشوف بنت او امرأة بهالنفسية هي الله يعينها",Negitive
واش دخل   الناس هاذه في الفن   أحلام لأ لها في الفن ولا أي  شيء,Positive
اتمنى انه ما ماتكون بلجنة الحكم للموسم 4 فشلتنا وفشلت الخليج كله عند العربان والناس صارت تظن ان بنات الخليج مثل احلام,Negitive
صاحب الفيديو كل زق افضل لك احلام تاج ع راسك وراس اللي خلفوك وتفووووو ع كل واحد بيكره الملكه تاج راسسسو,Negitive
احلام عفويه ولا تتصنع ولا احد ينكر انها فنانه كبيره ولها وزنها عن نفسي انا احبها,Positive
والله من الزحلاوي اللي تقرب فيه بنت العبيد,Negitive
ايه فشختينى دى بابنت العبيطة,Negitive
فكرت اشارك لكن والله لا اجرا بسببها و عدم احترامها للانسان مش المشارك فقط اريد ان اعرف ما طينة هذه المراة؟؟؟؟؟؟؟؟,Positive
لا اريد ان اشرك في المسابقة ما دام فيها احلام لانها ترعبني,Positive
عشان أحلام ما بتبيض طناجر هيك بيحكوا عنها,Positive
"هو الفديو مب فيه شي نستفيد منه مع اني مب احب احلام ولا غيرها بس الفديو شي عادي والانسان حر فنفسه يسوي يلي يبيه لا انا ولا غيرك ممكن بغير شخصيتوا 
ومره سمعت مقوله تقول
( اذا اردت ان تصبح مشهورا اشتم احلام)",Positive
هذا من يعالج الغلط بالغلط فيه اسلوب افضل,Positive
وجها اسود على أراب أ يدول,Negitive
اذكروا الله يا مجانين بالدنيا متى تهتدون متى ؟,Positive
جهالة الى ابعد الحدود وتخلف رسمي,Positive
مبارك الهاجري مسكين ضابعيته الوحشه,Positive
منهي احلام هذي افعالها وحركاتها تدل انها انسانه مريضه بمرض الغرورولاوحدة تقول انهاحافظة القران وتصلي فروظها تطلع بهاذالتبرج وهذالتخبل ياحرمه التسحي انتي شوهتي سمعت الامارات ونسوان الامارات بحركاتك هذي علموم الكلام معاكي خساره عساكي البلاانتي ومثالك من الحريم نصيحه لكي الرجعي وتوبي لربك اذا انتي فعلن حافظة للقران وقري كتاب الله بتدبروتمعن مع كل اياته لايجيكي ملك الموت وانتي على هذالوظع فتندمين يوم لاينفع اندم,Negitive
احلام ينطبق عليها مثل : (( متى سكنت القصر قال امس العصر )),Positive
بصراحة احلام كصوت نسائي خليجي هي الاولى  لكن ليست الاولى على مستوى العرب وكاخلاق اشوفها متهورة وساذجة وسليطة اللسان ومسترجلة ولاتمثل الخليج والامارات المعروفين بهدؤهم وادبهم وتواضعهم وتسامحهم سبحان الله الزين مايكمل وبالنسبة لراغب علامة نجم كبير وفوق النقد ولكن اخلاقة كذلك دون المستوى ولكن لايقارن بأحلام التي تجاوزت الحدود ارجو من احلام ان تراجع نفسها و تحياتي لحسن الشافعي ونانسي فعلا هما من كانا قمة في الاخلاق فقط,Negitive
عفن معروف عني اني لما اغني ببتسم ههههههه,Negitive
احححححححححححححححححح   احلام مريضة  عندها  حالة نفسية مسكينة من الفقر الي المال ومن رجل الي بوع بوع  يالطيف,Negitive
"متخلفة رسمي
كنت دايما اسمع ان الغرور يقتل الفنان
بس ما سمعت انه يهبل بالفنان
الفلووووووووس تغير النفوووووس
وخاصة اذا جاءت بعد جووووع

شفت لها مقابلة قديمة ..كانت متمسكنة
عمري ما شفت فنان او فنانة بنفس غرورها وعنجيتها
شفنا عمالقة مصر والشام والخليج وكانوا في قمة التواضع والاحترام
من وين طلعت لنا هذي...وين اهلها؟!!!
مسترجلة كأنها ابضاي
لا تشرف بنات الخليج ولا تمثلنا

ترى يا احلام آخرتنا كفن وحفرة متر ونص",Negitive
"الحمد لله الذي عافاني مما ابتلى به كثيراً ممن خلق، وفضلني تفضيلاً",Positive
هي بتقول انها مسلمة و بتصلي... و كل طلعاتها بعرب ايدل كانت سكرانة و خجلت بقية اللجنة,Positive
هي كل شي بس مو ملكة و مو فنانة  ومو انسانة اصلا... بتكره الناس و كلش غيورة و هي انسانة عربية فاشية ما تحترم بقية القوميات,Negitive
الفنان او المغني من سائللك اتصلي اولا احلام تضحكين على عقولنا انتي طرب وعربده وكعدات وتكولين حافضا القرأن وتصلين عيب احترمي الناس بل احترمي القرأن  خليك بغنك وخلي الصلاه المشكله احب اقنيتها ةكثر من أول احبك,Positive
"ما شاء الله.... و حافظة قرآن كريم و تربت عليه ما شاء الله.... ما شاء الله و متخرجة من كلية الشريعة الإسلامية ما شاء الله.... ما شاء الله و تقيم كل الفرائض فرضا فرضاً ما شاء الله و الله أكبر 
أنصحها بأن ترقي نفسها من الحسد و العين و إلا أصيبت بالعين فالناس بعد ما قالته عن تدينها إحتمال كبييير يحسدوها الناس حقودة غلوية حسودة ما تحب الخير لبعض فما بالك بتقية كهذه المرأة الفاضلة التي تربت على الفضائل كلها و التي تحفظ القرآن الكريم عن ظهر قلب و لا يفوتها فرض تبارك الرحمان ....
يخلق الله ما يشاء .....
لا إله إلا أنت سبحانك إني كنت من الظالمين.....
لا حول و لا قوة إلا بالله.
و أستغفر الله الذي لا إله إلا هو الحي القيوم و أتوب إليه.",Positive
وربي تضحكه 😂😂😂😂😂,Positive
يا اخي انت شوفت فحياتك شخص خليجي سليم عقليا :/ !!,Negitive
مهما يكن تظل أحلام هرما فنيا عربيا تتميز بقوة الشخصية..ولكل المنتقدين أقول ....نقاءص العظماء عزاء للتافهين,Positive
"سجل وألعب وأربح جائزة الفائز بالمعجزة : رحلة الى ‏شرم الشيخ‬ مصر الاقامة في فندق كونتينتال جاردن ريف 5* في ‫‏باشا_بيه‬ شرم الشيخ والمدة 3 ايام فقط الجائزة لشخص واحد في الغرفة المزدوجة شامل الاقامة بالفندق مع جميع الوجبات والمشروبات الخفيفة و ‫#‏تذكرة_الطيران‬ , الاستقبال والتوديع من والى مطار شرم الشيخ الدولي وشامل جميع ‫ ‏الضرائب‬ +100000 ذهبة باللعبة + وسام خاص بالمعجزة سجل الأن : تم افتتاح السيرفر الثاني من جديد مواصفات السيرفر : سرعة اللعبه:150X سرعة الهجوم :X25 حمولة التجار :X100 مدة الحمايه:	48 ساعة مدة السيرفر : شهر سارع بالتسجيل وحجز مكانك بين الابطال رابط التسجيل من موقعين : www.travianvip.com/s2/register www.tatarxvip.com/s2/register",Positive
غوريلا,Negitive
االله يعقلج وينطيج على كد عقلج ياحصانة ماننسه من سبيتي العراقيات الي هن ملكات وتاج راسج ياوجه المطي-عراقية وافتخر,Positive
احلام فعلا ملكة وتستاهل اللقب غضبن عن الكل,Positive
من فلسطين بقولك انتي ملكه غصبن عن انوف الحاقدين,Positive
ياهي حصلت حسنات من ورى العالم الي يدورون عيوبها,Positive
و الله عيب نقيم اوباش مثل احلام المريضة عقليا و رفعها الى مكانة لا يستحقها الا اهل العلم و القيم,Negitive
متخلفة رسمي,Negitive
مريضة و تسير نحو لقب اكبر مسخرة بالتاريخ,Negitive
هههههههههههههه نام سه تركي ؟؟؟؟ خخخخخخخخخخخخ,Positive
مع الاسف على قتاة ام بي سي   ان تعمل عمل مع هيك  بشر زي الحشر,Negitive
تستحق الاعدام مو تستحق لقب الملكة,Negitive
MOHA HANI احسن توصيف فعلا تشبه القذافي هذاك خبل وهذي خبله,Negitive
ahlam 😨😨😨😨😨😨😨,Positive
حسبي الله ونعم الوكيل على اهتمامات الناس بدلا من انتاج جيل نافع ايها الحثالات,Positive
والله انها تضحك وعلنيتها زي الطفلة الصغيرة لكن احينا تتحمس زيادة عن اللزوم,Positive
مهما تعملو ... أحلام في القلب,Positive
الله يجعلكم عليهاا نذر ماتسون اثرهاا قد سموهااااا الملكه ي جهلا,Negitive
ظريفه والله ي جماعة وعفوية وغير متكلفة واصحبت ثرية لانها صعنت نفسها وفرضتها بأجتهادها رغم حقد بعض الفنانين لها,Positive
اقسم بالله العلي العظيم احلام مريضه نفسيا انها بحاجه الى مصحه للعلاج الله يشفيها,Negitive
سبحان من حرم هذه المخلوقة من الحياء والجمال فلا هي امرأة ولا هي من الرجال,Negitive
هههههههه دبحني الفيديو صج مب صاحيه,Positive
انت مريض نفسيا قاعد تنشر ع كل من هب وذب  وترمي الناس من حجار وبينك مصنوع من قزاز انت حتى المذيع ماسبتها بحالها,Positive
احلام كانت طبيعية بس بعد الفلوس وعمليات التجميل اصبحت مغرورة وتافهة وحت صوتها اصبح ماالة قيمة بسب تصرفاتها مع الاسف,Negitive
الله يهديكم ويصلح حالكم,Positive
مين البحكي بنص الفيديو صوتك مخيف ما قدرت اكمل الفيديو بسبب صوتك المخيف,Positive
هههههههه احلام منضره,Positive
هههههههه خطيه هذه خبله,Negitive
ماهو  اسم البرامج باللغة العربية وهل تموياهو عربي اشك في ذالك,Positive
هذا مو موضوع مهم يستاهل...,Positive
انسانة انصحها تروح تتستر وتطلب ربها المغفرة  .. عار على كل خليجية ..  تفشل  وتخزي...,Positive
ﻻ احب ان اعطي رأي في هده التفاهات لكن اريد فثط قول شيء واحد هؤﻻء يمثلون على الناس لكي يضل يتفرج وينتضر الجديد منهم,Positive
طبعا الثقافه البيئيه تلعب دور في تنشأة الشخص وتحدد شخصيته وبالتالي تنعكس على ستايله,Positive
لا تعليق,Positive
"أحلام انتي ملكة ياعمري الله يلعن كل واحد بيسبك 
أحلام والله انك قلبك طيب. والناس بتغار منك💖💖💖💖💖💖💖💖💖💖💖💖",Positive
انفشخت الفنانه,Positive
احلام كانت حوله ليش هسة طبيعي عيونها؟؟؟  معقول سوت تجميل,Positive
هاذي اصلا عايشة في الحرام يعني الغنا شو اكثر من هيك صوت المراة عورة فما بالك ا=ا غنت ورقصت امام الناس,Negitive
"شكراً أحلام علمتيني درساً رئعاً  ، علمتيني أنه مهما بلغت ثروة الانسان المادية لا ترفع قيمته بل على العكس تزيد من احتقاره  من قبل الناس",Positive
هههههههههههه هبلة,Negitive
سبحان الله ؟؟ و كاني اتفرج على القذافي رحمه الله...و الله مافي فرق !!!!,Negitive
هذه على ما أظن لم تتمتع و لم تلعب في صغرها و بالتالي اصيبت بما يسمى بالفرنسي retoure d age,Positive
ههههههه مصخره هههه¡,Negitive
"لاتحاااااولوا والله ملكة وباتضل ملكة
بس الحسد عاميكم",Positive
الحمد لله .,Positive
"هههههههههههههههههههههههههههههههه
هههههههههههههههههههههههههههههه
هههههههههههههههههههههههههههه
هههههههههههههههههههههههههه
ههههههههههههههههههههههه
هههههههههههههههههههه
ههههههههههههههههه
هههههههههههههه
ههههههههههه
هههههههه
ههههه
ههه
هه
ه",Positive
هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ههههههههههههههههههههههههههههههههههههههههههههه,Positive
انظر الي احلام والي الحصان ممكن تعرف الفرق,Negitive
بعد احترامى لحضرتك يا اللى عارض الفيديو احلام دى اقل بكتييييييييييييير  من ان نحن نضيع وقتنا فى الفرجه عليها,Positive
الملكه احلام صوت وحضور ملكي والبرنامج من غيرها مايساوي شي,Positive
كلامك يجيب النوم,Positive
هيك راح تنشهر اكتر لانو المشكله فى الناس,Positive
"لله درك ياشيخ ,,الله يعطيك العافية",Positive
شذا حسون برقبتكي عندي انا,Positive
"شوي لاخ تغتصب شذى حسون هههههههه 
وشذى حسون تكول الها هاي البوسة من كلبج لان تعرفها انسانة منافقة",Negitive
"بصراحة احلام امرأة شرسة ،لا مبالية وأنانية صريحة لكن صراحتها جارحة 
وهذا رأيي الشخصي لما فعلته بأجراد يوغرطة",Positive
جنس تالت,Negitive
والله للأسف ياريت يعطاها شويت فلوس وتندلف ع وجوهنا لانه الحق لا شكل ولا منطق ولا احترام للناس لمعاها ولا المشاهدين بشكلها  . بالله عليك كم حاطه من وزن فوق وزنك من المكياج والازواق باش ع الاقل اهو لمعوك كد ما قدرو ؟؟؟,Negitive
و الله ابدعت و ضحكتني و كمان فعلان وجهت نظرك اتفق معاك و احترمك,Positive
هاي مو فنانه  عاي مهرجه,Negitive
tfouuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuh,Negitive
كل زق,Negitive
يا كره الي يجمع السلبيات ياخي ذي القناة ما شفت فيها شي يفتح النفس ابد -_-,Positive
محدسة نعمة وشبع من بعد جوع .. لولا الفلوس والغنى والذهب والالماس والشهرة والبرامج ماكنا سمعنا صوتك ولا كنتى انتقضتى او افتعلتى مشكلات وكرهتى وحقدتى على الاخرين وعلا صوتك .. الفلوس تغير النفوس فعلا حقيقة .. وللاسف نعمة لم تحسنى استغلالها وتطاولتى وشتمتى وعبتى بالاخرين بلسانك الزفر  ..  ولكن هكذا الدنيا تدور .. بعض الشهرة والاموال .. حينما تنطفى الاضواء والشهرة والبرامج وكل ما لذ وطاب وتطعنى فى السن وتدركى انه لايوجد احد حولك ولا احد يسال عنك باتصال تليفونى حتى .. وقتها ستشعرين بالذل والمهانة وتنكوى بحسرتك وتدركى وقتها ان الانسان تخلد ذكراه بسبب اخلاقه ولسانه الطيب وحب الناس له حتى ولو كان فقيرا لا يملك من متاع الدنيا الا الفتات. الى مزبلة التاريخ بغير رجعة.,Negitive
أخي الكريم أولا عنوان المقطع أنا بخالفك فيه لأنو ولاتزعل مني صار أسمو ترويج لقناتك تحت مسميات غير صحيحة (لن ...... بسبب هذا الفيديو) وثقافك العالية يللي أنا شفتا من خلال فيديوهاتك السابقة تتناقض مع عنوان القيديو هي أول شي وتاني شي أحلام أو غيرها هي بالحقيقة مثال على سفاهة الاعلام الحاضن لها و المستقطب لأكبر عدد من المشاهدين بغية التربح على حساب جهل المشاهد العربي.,Positive
حقودة وحتى الطيبة ممسوحة من قلبها,Negitive
"اخي الكريم صاحب القناة ، الفيديوهات السابقة كان فيها موضوعية ومناقشة جادة ومفيدة لناس يتاجرو فينا وفي ضحايا آخرين ، لديك علم وتحليل عميق وواضح اتمنى الاستمرار في طريقك وفضح اي متلاعب والابتعاد عن هذه المواضيع التافهة كمغنية او برنامج سخيف

اتمنى لك المزيد من التقدم",Positive
عصابة من الشياطين,Positive
اي فن هذا هذا فجور و الخروج من تقاليد الاسلام و الله لو كان عندي وقت كافي لبقيت اسبوع كامل اعلق و انتقد مثل هاؤولاء الاغبياء المقرفين اللذين ارتوا عن الاسلام الحقيقي,Negitive
فقدت كل سيمات الانوثة,Positive
هاذيالفنانة اغترت بنفسها  و ضنت انها اصبحت تسيطر على الفن اعوذ با الله من هاؤولاء المغنيات و المغنيين اللذين افسدوا المجتمع و ابعدوه عن طريق الله,Positive
شكرًا على مجهودك لكن للأسف في العالم العربي يفرض علينا الفنانون فرضا لا يوجد احصائيات حقيقية لنعرف نجاح الفنان الحقيقي و خصوصا معظم دولنا فقيرة فاغلب الناس لا تشتري الألبومات أو تشتري تذاكر غالية لحضور الحفلات فممثل و صانع الفنان هو من يقوم بذالك و يفرض علينا في التلفزيون والمهرجانات و الإعلانات ... و الناس ينتضرون اي شيء في التلفزيون للترفيه لان ليس هناك بديل .. العرب يتابعون اي شيء حتى بلغات اخرى لا يفهموها المهم يشغل وقته .,Positive
