Comment,Label
المشكله شتقنا  لتوب٥ قاعد اعيد الحلقات💔😔,Positive
الاغنيه زي الزفت وتستحق انتدخل قائمة اسوء اغنيه بالعالم بجداره,Negitive
مانشيستر يونايتد,Netural
تصحيح من ٨ ص الى ٥٦ م وغير زحمة الرياض اللي تاخذ ساعتين فانا اشوف هالموضوع مهم لكن ما يناسب سكان الرياض ما عندهم وقت اصلا يكونو علاقات,Netural
أعطيهم من الكيس وأكثر لهم من خبز الفلين,Negitive
المشكل كاتبين   و الفيديو من ست اشهر و احنا في الشهر الخامس🙂,Netural
انا اكره كل ما هو ماسوني الله يعطيهم غبارةة  تغبرهم,Negitive
��اصلن هذا بكل الدول الشرق الاوسط,Netural
تدري ليش انت تقول ما له حقيقه لان هذه اعتقاد انت حطيته في راسك و امن فيه و تبغى تبحث عن اي سبب يدعم كلامك حتى لو كانت طريقتك خاطئه فماراح تتقبل اي نصايح من احد تدري ايش الحل انو مثل ما انت صدقت كلامك ابغاك تغير هذه المعتقدات و تأمن ان السحر صحيح و فتش عن الحقيقه و تثبت بالادله ان السحر صحيح و بعدها شوف صدقني بتدري انك كنت غلط بسبب انو كان همك وبحثك كيف تثبت ان السحر غلط وما فكرت بايش الاصح و الصواب,Negitive
انتم كيف تفهمون مافهمت شي,Negitive
حياك الله وشكرا على الفيديو الرائع,Positive
ارسنال,Netural
لله يعطيك علي قد نيتك فعلا معلومات قيمة 👍,Positive
بارك الله فيكم على هذه المعلومات الدسمة و الاثراء,Positive
انت مبدع قسم بالله,Positive
ماسوى شي الثراحه,Netural
انت تبغا مشاهدات فقط ولاعندك اي معلومة او بحث او اي شي اخر تريد مشاهدات فقط,Negitive
اول مره اعلق  الله يعطيكم العافيه اجمل برودكاست سمعته استفدت جدا ❤❤,Positive
انا بكرهها من غير اي فيديوهات  متعجرفة ومملة,Negitive
بما انك جبت اقوى  فرق ابيك تجيب اضعف  فرق في التاريخ اللي معي لايك,Netural
سبحان الله دخلت الفيد بناءا ع ترشيح قارئة ولسة شايفة عدد المشاهدات حقيقي ربنا ينفع بيكم في تطور,Positive
طرح جميل جدا 👍👍,Positive
مسلسل غير لائق لقناة روتانا,Negitive
بصراحه انا ما بحب ادخل فيديوهات متل هاي بس دخلت هاي الفيديو يعني بصراحه ما بعرف عقليتكم فيها اشي يعني انا بحس اذا نانسي شافت هاد الفيديو راح يغمى عليها يعني انت بالاصح خليت محبتي الها تزيد عم بتخلو الناس يكرهوها 🤔 سؤال شو استفدت انك طلعت عنها اشاعه ما استفدت ولا شي و على موضوع الأطفال هاد الموضوع التافه كل الناس بتعرف انه نانسي بتحب الأطفال و اكبر دليل ذافويس كيدز الله يهديك وعفكره طول ما انت عم تزيد شكوك الناس ب نانسي مارح تتوفق ابدا عم تظلم البنت قال شو بتخليكم تكرهوا 😂😂 الله يهديك بس قول امين 😢,Negitive
قال الله تعالى   واتبعوا ما تتلو الشياطين على ملك سليمان وما كفر سليمان ولكن الشياطين كفروا يعلمون الناس السحر وما أنزل على الملكين ببابل هاروت وماروت وما يعلمان من أحد حتى يقولا إنما نحن فتنة فلا تكفر فيتعلمون منهما ما يفرقون به بين المرء وزوجه وما هم بضارين به من أحد إلا بإذن الله ويتعلمون ما يضرهم ولا ينفعهم ولقد علموا لمن اشتراه ما له في الآخرة من خلاق ولبئس ما شروا به أنفسهم لو كانوا يعلمون,Netural
شخص نرجسي يظن نفسه ذكي وينكر السحر هذا النوعية من الناس خطيرة ولا يعرف حتى يناقش كويس ولكي يظهر لنا انه ذكي يقول ايديلوجيا,Negitive
واحد يسمع قران كيف تحطه مع اسوء مقاطع اليوتيوب,Negitive
الله عليك يا عسل,Positive
من يقول ان المل لا يشتري السعاده لم يكن لديه المال الكافي 😛💸💰,Netural
طريقة القائك بتجنن🥰🥰,Positive
قصة رائعة بشرح اروع جزاك الله خيرا,Positive
اهنيك والله شرح بسيط و سهل شكرا لك مختصر و مفيد,Positive
يعجبني شغل الفلاتر,Positive
الله يقرفك ياشيخ,Negitive
اعطي المقطع ختم البيض الخربان مبروك 🙃😂,Negitive
كورتا اكس اجل طلعت رابر يا صهيب,Netural
ثلاث ساعات عدت ولا حسيت فيها ❤🎉,Positive
تركي لاا بليز كمل ب شباب البومب اسحب على المسلسل ذا 😭✋🏻💔🌚😂,Netural
جاه هبوط المسكين,Negitive
هذا لو طلبت لك فنان من موقع حراج,Negitive
��🖤عجزت عن التعبير شررح جميل جدا,Positive
فيديوهات كلها عادية,Netural
انا حاطط ايدي على راسي طول المقطع من الذهول يا الله ما هذا الحكم,Positive
مان يونايتد حقبة فيرغسون من افضل الافرقة في التاريخ,Netural
اسف علا تعليقي بكل امانه احسه تمثيل لاان لبنان حريمهم او نسوانهم الكلام لزوجه مش لرجل ملابسهم لاترضى الله ولا ترضى اى دين,Negitive
اول اغنيه في العالم ماعليها ذنوب  كل من يسمعها يستغفر,Netural
بعيدا عن اللي صار شعرها حلو ماشاء الله🙈😍,Positive
عاشت ايدك ع الشرح👌🏻🤩,Positive
من اقوى حلقات ❤️❤️,Positive
لن نخلق للبقاء فاصنع لروحك أثرا طيبا يبقى من بعدك,Netural
حطو اقوى فرق سعوديه,Netural
والله يا ابو عمر انت نعم المحاور  خليته يتكلم ويفيدنا كثير ف ثلاث ساعات فقط,Positive
ادعو لي القى وظيفه عمري ٢٠ ومتخرج لي سنتين ابغى الحق مستقبلي,Netural
ممتاز والله حلقة رائعة فعلا 👌❤❤💝💞💝💞💜💝💝💞💝💞💝,Positive
جعل ابوك في الجنه ماقصرت يبو حميد,Positive
اختصر علي سلبياتي  معتقداتي الخاطئة  والأشياء المبهمة والمعقدة  وفسر لي الكثير  ماشاء الله تبارك الرحمن ✨🤲 جزاكم الله خير,Positive
اريد شريك عمل جيزان صامطه,Netural
للمعلوميه يااخ عمر انت صراحه تعجبني وكلامك منطقي لكن ابي اغالطك بشي الا وهو كتاب شمس المعارف والطلاسم وتحضير الجن الخ كيف تقدر تحضرهم وانت مسلم يجب عليك الانسلاخ من الدين وتكون كافر وزديق عشان يجون ويطيعونك اما انك تكون مسلم وتبي يطعونك او يعطونك اشاره هذا شي مستحيل اتمنى تقراء تعليقي وتفهم انك غلطان من هالناحيه👌🏼❤️ تقبل تحياتي ياوحش,Netural
عادي مافيها شي طبيعتها حلوه,Positive
بالاخير جاء الانتر دق برشلونه    واخذ الخماسيه التاريخيه و  سنوات ياخذ الدوري الايطالي,Netural
اللهم صلي على محمد,Netural
الاغنية مرة رهيبة 🧢🧢,Positive
اغنيه بدون موسيقى فكت بس الاغنيه جامده حلوه اهم شيء ما فيها مسبح,Positive
هل اقدر القى نفس هذي المتاجر بس بالغه العربية او تكون مواقع عربية,Netural
لا تنشغل كثير في الخطوة القادمة بحيث تعكر مزاج يومك,Netural
بحبك وبأحب أدائك يا فنانة يا عسل يا قمر ❤️,Positive
اسحر مذكور في القران والجن مذكور في القران,Netural
من اجمل قصص لتي سمعتها زيدنا ياغالي ❤️,Positive
يعع😱🤢🤢🤮🤮🤢🤢🤮🤮,Negitive
ترة اذا ينزلون عليكم عصابة مسلحة والأسلحة كلها عليكم غصب ما عليك راح تخاف لان الروح غالية عند الإنسان,Netural
زي الهلال عندنا وربي اذا انهزم اشوف انه شيء مره واو كيف ينهزم  من كثر مايفوز ومن كثر مافرحني كثيير💙,Netural
يلي خلف ما مات يا أخوي يا ناصر,Netural
عمر شفت فديو لك عن الفلوس وكلامك المقنع ما شاء الله لاكان الفديو عن السحر ماعجبني وفيه أغلاط وياليت اذا عندك شكوك انك تروح للشيخ ثقه وتعلمه شكوك ويرد عليك🖤,Netural
كنت جالس فل مجلس مع اخوياي و كان في واحد مشلول من اخوياي فا حطيت الاغنيه و سبحان الله خويي المشلول قدر يمشي قام سكر الاغني و رد جلس,Negitive
ليش ملبسينهم اكياس زباله,Negitive
المايك اكبر من وجهها😂😂,Negitive
من سمعت المقدمة بغيت اطرش اعوذ بالله 🤮🤮 وخصوصا جدي يا جدي حلو جدي,Negitive
الله لايحرمك اجرنا,Positive
تحية من قلب الجزاىر,Netural
ياخي أنت كوميدي خرافي والله العظيم أنا حبيتك وحبيت قناتك,Positive
انا اشوفه من حقه وهيا تروح ماتقله ليه 😠💔,Netural
هذا صح طالب وذاك معلم  يمه تخوفوون  ي زين البنات بس,Netural
اتابع ياسر الحزيمي من خمس سنوات و اقسم بالله ان حياتي تغيرت  درجة بفضل الله ثم هذا الشخص,Positive
ما بيها شي هه,Netural
ما شاء الله ربي يحفظك من اجمل و افيد ما شاهدت منذ فترة طويلة,Positive
جزاك الله الف خيرادا كان ممكن تعلمنا ترافك قوي و رخيص وشكرا,Positive
من طرف هنودي أوسم 😅😅😹,Netural
يعطيك العافيه 👍🏻🌹,Positive
انا في الويك اند فعالياتي اتفرج على حلقاتك💔😑,Positive
شقفه خريه ريحتها طالعه نانسي عجرم,Negitive
نانسي عجرم محبوبة والكل يغارون منها,Positive
المفروض تحط الهلال اقوى فريق اسيوي,Netural
انت شخص ناجح والله يوفقك وين ماكنت,Positive
هو ماقال مافيه جن هو قال مافي سحره وصراحة كلامه منطقي,Positive
احزن ع حالك ي  عمر الحمدالله الذي عافانا مما ابتلاه به وفضلنا كثير ممن خلقه تفضيلا  الله يشفيك يارب,Negitive
قصرتو الى الخلف 😍😍,Negitive
اطول دقيقه بحياتي,Negitive
على الاقل اشتري كلمات 😂😂لا اله الا الله,Netural
عمر انا احبك واحب مقاطعك لكن شي غريب منك تنزل هالمقطع وانك ماتعترف بالسحر وانت مسلم والسحر مذكور بالقران بسورة البقره ايه,Netural
السحر مذكور بالقرآن ومذكور عقوبة الساحر يعني موجود في زمنا,Netural
خبر من تعليم عسير ان هذولي طالبين وليس معلم 👍🏻,Netural
أفضل  حراس مرمى,Positive
الرقم جبته وبجي اخذ الفلوس واخليك مجنون 🤣🤣 والله ان السحره ذولاء مشاكل هه,Negitive
ربنا يرحمه ويغفر له ويسكنه فسيح جناته,Netural
الله يجزاك خير استفدت كثير  بس عندي مشكله معك في الانقلش احسك تتكلم انقلش كثير وم توضح الي مكتوب بالانقلش عربي مو كثير يعرفون للانقلش وبس والله استمر,Positive
اول مشهد جابوا ام العيد  يالله صباح الله خير  هه,Negitive
مان سيتي باقي وناسي,Netural
ممكن تسوي فيني خير وتعلمني,Netural
واللهي انا كبيرر  وشكراا,Netural
حقيقي نحتاج نحفظ المقطع ونعيد بين فترة وفترة عشان ننجح فعلاقاتنا ولا نتعب فيها,Positive
قسم بالله من زمان قعد ادور واحد يقدم زي كذا شكرا 🌹,Positive
انكن اطلعو اشاعات متل هيك هيدي بيسموها غيره,Negitive
شكرا يا محمد وجزاك الله خير وفي ميزان حسناتك انت لازم تألف كتاب,Positive
الله يحرمنا من إبداعك وصراحه موهبه تستحق الدفن تسلم رجولكم لعد تسوون شيء ثاني احرمونا من إبداعكم 🤍🤍,Negitive
ايهه الخراا دهه اجدعاان,Negitive
اوك رجل  م اختلفنا بس م يضربها كيذا قدام العالم معليش اشوف الرجال غلطان بتصرفه والحرمه بعد,Negitive
يعني ما افتهم ال الف شخص حاط دس لايك عقلك وين,Netural
صار معي تلوث سمعي 🌚🔪🤩,Negitive
شكرا خالي كان مشلول لمه سمع اغنيتك قام يطفيها,Negitive
دخلت سمعت الاغنية وطلعت وليتني ما دخلت 💔,Negitive
عدتها مرتين ماشاء الله تبارك الله ع هالثراء المعلوماتي ♥️♥️♥️,Positive
شفاك الله وعافاك وهداك وردك اليه ردا جميلا,Netural
حلقه رائعه وثريه  شكرا للجميع,Positive
اقوول اقول 😌 رح العيادة وانشغل باسنانك بدل ماتشغلنا بهبلك يروحوا بعثات علشان يدرسوا فيرجعوا بمخهم هذا على اساس مثقفين 😏  ناقصينكم احنا 😡,Negitive
اعتقد كثير عليك نعطيك اكبر من حجمك انت اكدت للجميع انك انسان عاهه وتفكيرك عقيم,Negitive
سوي اقوى منتخبات عربية,Netural
مين جاي من هنودي 😂😂,Netural
كل بطاطس ولا كل اختك عيوش انت نبي فلوس 😎,Netural
اه يا ألهي شويه صعب خصوصا نقطه البحث عن الزبون طيب ما ينفع يكون عندي حساب كبير بوسائل التواصل واستخدمه للترويج عن منتجاتي,Netural
ناصر بليزز اريد اعرف مصداقيه شركه الجزيره للتداول😭💔خايفه فاذا تقدر تساعدني بكومنت يطمن,Netural
يحرام الفن قاعد يحفر قبره في الجها الثانيه😭🤣🤣,Negitive
شكراا كتير انا مغربيه بشاهد بقية الفيديو من بعد ما خسرنا مع 🇫🇷 😂❤️❤️🥑🥑,Netural
تستاهل احلا اشتراك عندك حماسة وكلامك واقعية طرحك عجبني اسلوبك حلوو وموضوع مفيد,Positive
كالعاده تتكلمون بمثاليه جدا عاليه لانكم فاهمين كلشي ولاتتطرقون للتفاصيل🥲,Negitive
نانسي عجرم احلى عالم بس انتو اعلامين بطلعو الواحد عن دينو انو هيي كمان ما فيا تعطي وش وهي هيك الله خالقه,Positive
شكرا على مجهودك الذي لايقدر بثمن,Positive
ياربع اي ساحر  ياخذ عمره قبل سحر😅😂  جديدة ياعمر هه,Negitive
مانشستر يونايتد  حقبة اليكس فيركسون,Netural
الاتحاد,Netural
اولا ماضربها ثانيا مايبي زوجته تكون بهالمكان ممكن خايف عليها وبعدين مو كل شي نحطه على راس الرجال في حريم ززق ماينعطون وجه وأغلبيتهم مفلماات ومبالغات وجحودات والله ثم والله اني متزوجة واجلس مع متزوجات ماتمشي الوحده اذا زوجها معطيها حريتها بزيااده,Negitive
سوي تحدي ونته طل الله يقلعكم,Negitive
الماتسمع كلام زوجه  هاي حقه الكتل والطلاق,Negitive
استمري و لا تسمعي كلام ناس و لا تسمعي كلامي 😂😭😭,Netural
عبدالله أتواصل معاك ضروري,Netural
ماشاءالله عليكم ابداع,Positive
افضل  لاعبين في العالم من فترة الالفينيات,Positive
الله يعين عبدالله القحطاني و طلولي😂😂,Netural
بعد اعادتي للبودكاست مرتين اكتشفت ان النص الاول كلام منطقي و نص الثاني هبد و آراء ابدا لا اتفق معاه,Negitive
شكرا من القلب والله انك فخر الله يسعدك ويوفقك و نشوفك اعلىالمراتب,Positive
صايم رمضان  يوم ثاني,Netural
دحين فهمت المقدمه 😌👌,Netural
روعة حرفيا وتقديم أكثر من رائع,Positive
مخرب شعره يعنني اني مفكر عميق هه الله يشفيه,Negitive
انا سئمت من مجتمعي المستنسخ فقط🥳,Negitive
الي حاي من عند هنودي اوسم😂🤣🤣,Netural
ياشيخ الله يوفقك انتا تستاهل كل خير,Positive
انا لما حابب احكم على اي شيء اشوف التعليقات كانت مفيده,Netural
لو تلاحظون ان الاباء كان عندهم فن الاستماع,Netural
الله يعطيك العافيه استاذ عبدالله شرح كافي ووافي الله يجزاك خير  بس عندي سؤال انا لما اطلب من علي اكسبرس توصلني بعد اسبوع وبعضها بعد شهر وشهرين وثلاثه  طيب لما اكون مسوق لبائع في علي اكسبرس كيف اضمن ان الطلب يوصل لزبون بسرعه وكيف اضمن انه سليم لان اخاف يكون فيه مشكله مثلا ورح يتم التواصل معي انا او تسيء سمعة متجري 🙃💔,Positive
من افضل الحلقات ف ٢٠٢٢ بلا منازع  شكرا ثمانية لاختياراتكم الاكثر من رائعه لضيوفكم 🤍🤍,Positive
والله بططل جزاك الله خيرر,Positive
مين لأحد تركي في شباب البومب,Netural
مين جاي من فيديو طلولي,Netural
بعض الناس مغروره و تافه تعتقد انها تفكر وفي الحقيقه هي شايله جزمه جوا راسها ومن فشل الى فشل الله يزيدك فشل,Negitive
فاطمه انا دمك ثقيل الاغنيه بشعه ولا فيها اي شيء بلا تعب بلا بطيخ الاغنيه اصلا ما لازم اصلا يحطوا عليها مشاهدات يعني الي بحضرها بحكي ديسكاو بشعه بشعه ايه قله الدم ثقيل دمكم,Negitive
نصبر مع الارض وش ورانا,Negitive
استاذ عبدالله بشكرك جدا على هذه المعلومات الطيبة وجزاك الله خير ويارب دايما موفق,Positive
حلقة ثرية جدا شكرا ثمانية,Positive
ضايعتى دقيقتين من حياتنا فى القرف ده 😒,Negitive
في الاخير يكذبون ويقولون طالب يضرب طالب واضح انه معلم😢,Negitive
مااحب اللي اسمهم ناصر بس انت كويس,Positive
يعني تستنى جنى كذا يطلع لك  تبي تطلع لك الجن لازم تسوي اشياء محرمه عشان يطلع لك واولهم شرك بالله  انا ادري مستحيل تسويها تبي تتاكد  السحر موجود روح  عن الساحر حقيقه,Netural
ماشاء الله جميل والله,Positive
نو بليز اشتقت لا حياتي قبل ثانيه🥲,Negitive
فعلا المذيع مو بمكانه الصحيح هم معروف بأنه يملك خلفيه علميه وانت مستضيفه عشان كذا تروح تساله منهم مشاهير الفلس,Negitive
والله كنت احترمك لكن للأسف خسرت هذا,Negitive
يمكن ما تعرف أحد صابه سحر العلم يعمل وفق احكام الله تعالى لذلك كل يوم نكتشف نظريات غلط ويطلع الاصح منها  وهذا حسب ارادة الله اذا نبي نعرفها اولا السحر موجود ويصاب الواحد بارادة الله تعالى,Netural
حسبنا الله ونعم الوكيل ههخ,Negitive
عمر هل تعاني من تصادم الحضارات اللي عشتها وأثرت على مخك  واصابتك بتشتت في واقعك,Negitive
في اليوفينتوس و بايرن ميونخ و شيلسي و مانشيستر يونايتد,Netural
الله يسعدك ويوسع رزقك 😢الله يكثر امثالك الطيبين,Positive
كيف تنسى مانشستر يونايتد زمن السير اليكس فيرغسون,Netural
موهبه تستحق الدفن 😂,Negitive
سلام عليكم اخي ناصر لعاقلي نريد منك اذا تفضلت شرح كتاب الذكاء العاطفي  لترافيس برادبيري وجين جريفز و شكرا جزيلا بارك الله فيك,Positive
كلها افنتيريو فاليو,Netural
الله يشفي ويعافي صاحب القناة اللي وصل لدرجة تكذيب ان هناك شيء اسمه سحر مع انه جاء ذكره في القرآن الكريم وقصة موسى عليه السلام مع سحرة فرعون,Negitive
عبو المسبح 😂😂,Netural
من زمان وانا اراهن على ياسر الحزيمي,Positive
والله انه صادق قسم بلله وصدقته في كل شي لاهو ترفيع له ولا شي ماعرفت عالم التجاره الاكترونيه الا بسببه وتواصلت معه على الايميل  وفهمت من بعده بحر من التجاره الاكترونيه صدقوني مابتخسرو ثقتكم فيه 👌🏻♥️ والله لا يغيره علينا,Positive
انتبهو لايسحركم انا كتمت الصوت,Negitive
ماشاء الله عدد المشاهدات حطم البودكاستاتات كلها,Positive
يونايتد مع فيرغسون,Netural
مش عارفه انا لو اتنمرت عليكي هيبقى حرام ولا حلال🙂🙂,Negitive
احد جاه شكره ي عيال,Netural
صدقة جارية ان شاء الله علم ينتفع به,Positive
العلاقات إختيار ✨✨,Netural
بتجنن الحلقة شكرا شكرا كتيير للدكتور ياسر شكرا كتير لنور الوعي الذي اضاء به عقولنا,Positive
مشكور والله سهلت ع الناس,Positive
الصراحه اشكر الشخص الي دلني عليك وعلى قناتك😫🔥🔥,Positive
شرح قوي ماشاء الله عليك,Positive
موهبه جميله تستحق الدفن,Negitive
قولو الله لا يبلانا عشان الله ما يبتليكم,Negitive
اخوك من السودان 🇸🇩  بتمنا انك تستمر في السلسلة دي  لانها بنسبه لي أفضل سلسلة بحبه في اليوتيوب  استمر يا مبدعه 😍😍❤,Positive
هه,Netural
استغفرالله العلي العظيم,Netural
��ولله جبت ام العيد,Negitive
اه آه الفيحاء مو فيحاء اول الحين يجلد اي فريق 😅😂,Netural
لو رجال فعلا كان ما تجرأة وطلعت من غير علمه وكاشفه كمان بس حب يوري الناس انه رجال,Negitive
الآسيوية صعبه قويه تراني وصلت العالميه وش اللي تصقعتو خسرنا بظلم طرد سالم ولاعب من اوراوا بعد الكوره عن ياسر القحطاني وطيح نفسه والحكم عطا ياسر كرت اصفر في بلنتي مانحسب والفيحاء ترا  واخذنا الدوري ذاك الموسم وبنسبة ل الفيحاء الموسم اللي بعده شخلته,Netural
ماشاء الله تقديم رائع شكرا لك👍✨,Positive
ياخي اول مرة احب افتح يوتيوب ونصيحة عن طريق نبرة جميلة من شخص لطيف ومهذب❤️,Positive
الحمدلله الذي عافانا🤍,Netural
وش ترتجي منه وهو قاري الكتاب ذا يقولكم الي يقراه ينغسل مخه  نسأل الله السلامه  💔💔,Negitive
اسلوبك جميل    وكلام واقعي   بالتوفيق دائما,Positive
أنا مستعده اسمعه كل يوم  أنا كإنسان يحاول ويسعى دائما انه يهذب يطور نفسه ويتغير حسيت كأني طحت على كنز  حسيت انو هذي المحاور اللي تجذبني وهذي المواضيع اللي كنت حابه اسمعها و كلها تجمعت وتلخصت في ٣ ساعات ماحسيت فيها  كمية العمق والغزاره والثراء بالمعلومات شي لا يوصف شكرا على هالمحتوى القيم والراقي اللي صار من النادر انو احنا نلاقيه في هذا الوقت الأكيد اني استفدت كثيير من اللي سمعته  و ياليت تسوي معه حلقه ثانيه,Positive
اختي العزيزة كارمن ما بعرف اذا رح تشوفي تعليقي او لا بس حابة اقلك انو يا حياتي هاد الاشي الي مسيمته اغنية الناس بطلت تعملوا من سنة الف وتسعمية وخشبة فياريت توقفي شوي وافتحي حساب على الانستى والتيك توك والخ وشوفي الناس كيف عايشين وكيف بيلبسوا وكيف بغنوا وكذا  بعرف الناس اذواق باللبس والاغاني بس والله هاد مو ذوق اسمعي نصيحتي لعل وعسى تصير قناتك طبيعية,Negitive
توكتوك توكتوك لو سمحت  هات تكتوك تاني معاك واحد يحملني وواحد يحمل بيضاني علي الوحده الصحيه  عاي الدكتور حسن الله يكرمك  لتشيع منك في السكه,Netural
الشيخ علي حشرك هه 😂 انصحك تعتزل,Negitive
من جاي من طرف طلولي 😂,Netural
ليش هيك عم يضربها للمخلوقة,Negitive
مين من هنودي اوسوم,Netural
انت عارف ان اليويفا نفسهم اختاروا ميلان ٩٠ اقوي فريق في التاريخ تكتيك ميلان ٩٠ لامثيل له علي الاطلاق,Netural
يا ستار او ستير 😍😍,Netural
والله اشوف نانسي ارق واحن واصدق فنانه طيبه القلب ومش متكبره انسانه بسيطه احبها كتير,Positive
هذا شي طبيعي ايش المضحك ناس سلميين ماشيين تجي عصابه مسلحه قد ربما يعملو لهم شي اكيد من حقهم يخافو,Netural
والله الاغنية نفس وجهكم🤬🤬,Negitive
كرهناكم انتم  وليس نانسي 👎👎,Negitive
ثواني بس أفهم هو ده راب,Negitive
فيديو كليب مسرب من احلام العصر ومطفي المكيف,Negitive
ياريت ايش اللي لسه موجود,Netural
مفروض تحط بايرن ميونخ في السبعينات,Netural
هذه الحلقه الي تعطيك كف وتخليك تصحى من الغيبوبه وتراجع نفسك من الصفر وترتب حياتك وتعيد بناء نفسك وشخصيتك وتعاملك مع ربك ومع الناس … ياليت حلقه ثاني,Positive
هاذي اللي يوقولولها دقت العافية,Positive
بسم الله توكلنا على الله ❤,Netural
الانتر ٢٠١٠ من اقوى الاندية اللي شفتها بحياتي,Netural
ضربة فوتو شوب وانتا عامل افضل فديو في العالم,Netural
بس بعلق ع شي دام مسوي مهتم فالعلمتعلم اداب الحوار,Netural
هـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـ😂,Netural
العالم تركوا قضايا مهمه وصارت المرأه اهم قضيه 😂😂,Negitive
من افضل اليوتيوبرز,Positive
استمروا يشيخ هي واقفه عليكم,Netural
وش سويت في حياتي  حتى تطلعيلي حتى اللابس 😶😶😑😑,Negitive
لا حول ولا قوة الا بالله ربي ذكر في كتابه عن السحر وانه موجودقصة موسى والسحره ما تكفيكم انها تثبت لكم ان السحر موجود وتجي انت ذلحين تقول لي انه حقيقي ولا خزعبلات,Negitive
اين مانشستر يوناتد,Netural
ارسنال الموسم حق ٤٩ بدون هزيمه,Netural
المسلسل حطم قيم اوف ثرونز وبريزون بريك وافلام ال باتشينو 😂😂😭,Netural
إيماني بما أنزله الله لايغيره بشر والله من اعطاك العقل وهو من جعل له حد,Netural
مشاء لله تبارك الله فيك,Positive
٣ دقائق طاروا من حياتي علي الفاضي 🥺,Negitive
حقيقى ممتاز بارك الله فيك,Positive
رح للمطوع يقرأ عليك واذا ماصار معك شي أعرف أنك سبك مريض نفسي ورح لدكتور نفساني خله يعالجك  اللهم لاشماته,Negitive
ربي يحفظك اعطيتني كميه طاقة ايجابيه,Positive
ليت المقطع بدون موسيقى,Negitive
المقطع تمثيل ياحلوين,Netural
ايع عليكي صدق من قال موهبة تستحق الدفن,Negitive
لكم مني التحيه هذا لقاء ممتع  بصراحه اريد ان اتواصل معك يا دكتور و ربنا يكثر من امثالك لان الجتمع  لمثل هذا الاجتماع ممكن يغير الشخص  الى ١٨٠ درجه من سلبيه الى ايجابيه وجزاك الله خير  و اسال الله ان يفتح بصيرتك وتصلح  بها المحتمع استودعك الله الذي لاتضيع ودايعه,Positive
الصراحه ابدعت 👍🏻,Positive
ماشاء الله كلام جميل هل من ترحيب بالجدد,Positive
جزاكم الله خير الجزاء خليتوني اعيد التفكير في علاقاتي  حقيقة مشكلتي اجتماعية وصديقاتي ومعارفي كثر  راح احاول اقيدها قدر المستطاع,Positive
مع ان اول فنانه شدتني ليها ايام المراهقه من اغنيه يا سلام … لكن كشخصيه ما احبها ثقيله ع القلب و باهته عكس مثلا هيفا وهبي شخصيه لذيذه وتعرف تتكلم وواضحه واليسا و نجوى كرم نانسي بحس شخصيتها نفس ميريام بس ميريام ع فلسفه اكتر بس كدا باهتين ويحبوا يبنوا انهم بيرفكت,Negitive
ثلاث ساعات عبارة عن ٣ دقائق من جمال الطرح 💕 يعطيكم العافية حلقة تفتح القلب والعقل وترتقي بالروح 😊,Positive
الجد كانة ممدوح الشمري المنسدح,Netural
الملابس سائدوني سائدوني😭💔😂,Negitive
ممكن تجيب اقوى فرق عربيه,Netural
بس اي البنطلون الجامد ده😂😂,Negitive
اشتريتوا وراح اقراوا مقدمة عضيمة,Positive
بالتاكيد اتمنى اشوفه مرة ثانية  موضوع شيق وخلاني اعيد تفكيري في علاقاتي,Positive
��🏻👍🏻✌🏻✌🏻 صدق والله,Positive
الله يهديك ويفتح على قلبك,Netural
ليش سشورت شعرك وبعدين حلقته وكيف بيطلع لك جني وانت رايح لمكه انت مسحور بجني اعجم زي ستيفن هوكنچ,Negitive
يا الله كم انت مبدع,Positive
صراحة محتواك بطل,Positive
اول غنية بايخة بل عالم و اعع مقرف,Negitive
الي جاي من توب فايف لايك,Netural
يارجل كيف اقدر اعملك مليون لايك 👍,Positive
بيض الله وجهك والله ماقصرت في اختصار قدمت مرة مرة تعجبني حقيقة,Positive
احلا من ينزل متابعك من العراق ❤👑,Positive
الله يهدبك  السحر مذكور في القران  اذا كنت مسلم صحيح تثقف في دينك  اذا كنت تامن  في العلم فقط فانت علماني,Negitive
ريال مدريد  اقوى فريق,Netural
الله يكسر ايد كل احد يضرب مرتة,Negitive
الله يرحم ابوك كمل المحتوى رائع 👍,Positive
انا قررت اسمع مقاطعك وانا فالجيم بدل الاغاني🤣💛 صحة وتطوير عقل مرا وحده  استمر مستمتعين,Positive
جاني مغص ب اذني شكرا موهبه تستحق الدفن 😍🥰,Negitive
لقاء جدا جميل ومثري شكرا اياسر طرح رائع,Positive
بالفعل نصف اغاني نانسي مسروقة من الاتراك وصلت تسرق من الصدقائها الفنانين وقاحة,Negitive
كلنا جاين من هنودي هه 😂,Netural
من شروط الايمان الايمان بالله وكتبه كيف لك ان تكون مؤمن وانت جالس تستنكر السحر الذي ذكره الله في كتابه,Netural
يعطيك العافيه 🙏🏼👌🏼,Positive
نسيت الاهلى٢٠٠٢٠٠٦,Netural
كيف احصل عليه 𝒃𝒅𝒇,Netural
اللبنانيين فاهين لو عراقي لمزق زوجته بالضرب,Negitive
يجدع أنت عظمة والله 💜,Positive
لي  شهور وانا متردد بس بعد هالمقطع اقتنعت وصملت ابدا,Positive
انقلعي مع زوجك وعيب عليج هيج اسوين بي,Negitive
