Comment,Label
اتفق معام فالمزكز الاول  كرويف عظيم,Positive
الله يجزاك خير ويرفع قدرك,Positive
طرح جميل بأسلوب ذكي ومميز  أحسنت,Positive
والله المفروض استاذ ياسر يكون عنده برنامج يومي على مدار الاسبوع,Positive
بارك الله فيك وفي علمك يا دكتور,Positive
جزاك الله خيرا يادكتور على هذه الحلقه الرائعه وشكرا لكم كثيرا,Positive
شكرا شكرا شكرا شكرا جزييلا جرعتك عاالية,Positive
الله يعطيك العافية فايده,Positive
ياخي المسلسل ممتع بس لازم تدخلون جو معه 😂,Positive
راجع أسمع البودكاست مرة ثانية 😁❤️,Positive
الله يسعدك على المعلومات,Positive
الله يرحم والديك❤ افتخر جدا انه عنا شباب في الوطن العربي مثلك تقدم محتوى مميز,Positive
هذي مرة ألف  لي عيد فيديو فيها متعة والله ❤️❤️❤️👏,Positive
الله يجزيك الخير يا عيوني ❤️🌹😊,Positive
من اجمل وارقى واريح ماسمعت من كلام الناس,Positive
الحلقة أكقر من رائعة عدتها مرة ثانية كل الشكر والتقدير لكم,Positive
عظمة على عظمة على عظمة 🌟🌟 🔝🔝,Positive
ماشاء الله استاذ ياسر  يندر جدا من يملك هذا الاطلاع العميق و الملكة الفكرية  استمتعت بكل دقيقة من هذه ٣ ساعات,Positive
قريت الكتاب بس فهمت واستمتعت بالمقطع اكثر 🤩,Positive
جزاك الله خير الله ينفع بك,Positive
رجال و زلمة خرسهم كلهم ومعاه الحق انو يشحطها ﻷنها طالعة بدون ازنو,Positive
اسلوبك جددا مفيد ممتع ومثقف شكرا لك,Positive
جزاكم الله خير 🇾🇪🇸🇦,Positive
طريقة طرحك للموضوع وشرحك للكتاب اكثثر من رائعة بحيث لم امل من مشاهدة الفيديو,Positive
الله يوفقك ويسعدك,Positive
اشكركمم والله صارلي زمان ماضحكت😭💔وعبوا المسبح فل😭,Positive
افضل قناة في اليوتيوب تستاهل لايك و اشتراك ربي يحفظك🧡,Positive
بارك الله فيك يا طويل العمر احسنت و استراتيجية رائعة,Positive
ربط المعلومات بالدين  يفهمنا اننا لو تفكرنا وقرينا سير الصحابه والأنبياء والقرآن  لما وصلنا  للمرحله هذي من العلاقات,Positive
يالشيخ الله يسعدك ماقصرت شرح وافي كافي🤍,Positive
جزاكم الله خيرا ❤👏🏻,Positive
لايك قبل ما اشوف الفيديو 😊,Positive
اجمل ما ف الحلقه استحقاق الذات والقبول انك ناقص والرقم الاجتماعي كلام ف الصميم,Positive
أسلوبك ادمان ماشاء الله عليك 🤍,Positive
فيه شخص مدح قناتك واخيرا لقيت قناتك محتوى مفيد وجميل استمر 👏👏,Positive
يعطيك العافيه على مجهودك معلومات مفيده وكانت جديده علي,Positive
حلقة موفقة وهذا إن دل دل على صدق المتحدث نحسبه والله حسيبه,Positive
الجمال ربط تطوير الذات بالقرآن الكريم وسنة رسول الله,Positive
دورة متكاملة شكرا جزيلا على هذه الحلقة 😇,Positive
شكرا على مجهوداتك صرت احب الكتب والفن عالم مختلف,Positive
وين دكتور ياسر من زمان  اللقاء كنز معرفي ف العلاقات اختصر كلام كتب كثيرة بدون أي تكلف أو إسهاب  شي جميل جدا دكتور و إدارة الحوار كذلك من عبدالرحمن شي رائع 👏👏,Positive
اخييبرا نزلت لك وحشه ❤️,Positive
لقاء ياسر الحزيمي رائع لكن الحلقة فيها تشتت يمنعني في كل مرة من الاستمرار بالمشاهدة بسبب كثرة الأفكار المطروحة دون تعمق بها الأستاذ سريع جدا بالطرح ما شاء الله وكأنه يراجع منهج وكل شوي ينتقل من نقطة لنقطة دون إعطائها حقها من الاهتمام,Positive
من حلاوتة اللقاء وثراء المعلومات احس ماتكفيني اسمعه مره وحدة بس  شكرا على هذا العمل الجميل ونتمنى المزيدد 💛🌿,Positive
الله يجزيك خير 🪐🤎,Positive
أنت شخص عظيم بارك الله فيك,Positive
اشكرك اخي محمد من جد والله اني استمع لك واقول وش الخطوه القادمه,Positive
ماشاء الله على الكلام الجميل والشرح الاجمل انشاء الله تعملمنا كيفية انشاء متجر,Positive
يوادد وربي اقوا  ساعات حلوه ما حسيت بالوقت ولا مليت و الكلام كله حلو و مفيد مره شكرا,Positive
راائع كمل  بس البايرن ميونخ  كان لازم تذكرو 💖💖  يعطيك الف عافيه,Positive
ولله العظيم انت ابن حلال والحوار ده عجبني اويي,Positive
دون مبالغة حلقة رائعة وفي منتهى الأهمية أستاذنا مشكلتي الكبرى هي طول مدة الشحن لمنتجات علي إكسبريس الزبون لن ينتظر شهر أو أكثر علشان يستلم المنتجات ما هو الحل,Positive
يوم شفت المشاهدات ادركت الدنيا باقي فيها خير,Positive
الله يسعدك مرهه واضح 🤍🤍,Positive
من اجمل دروس الحياه,Positive
ياخي قسما بلله اخ عبدالله انته انسان جدا متألق وشرحك وطريقه عرضك للامور جدا سهله ويكفي رغبتك في افاده الجميع وتشجيع الناس بايسر شرح وبدون مقابل شكرا من القلب واتمنى لك حياه ناجحه ومليئه بلخير والسعاده واضافه الى ذلك تخلي الواحد جد يستفيد وياخذ عندك دورات لانك تشرح من القلب شكرا جزيلا 🌹,Positive
الحلقة جعلتني أفتخر بأن في المسلمين مثل الأستاذ ياسر,Positive
والله اليوم افكر في نفس الموضوع قبل ينزل المقطع شكرا على مجهود نشر التوعيه,Positive
احلى شي لما يوقع الماسك,Positive
جزاك الله خير الفيديو لامس العقل,Positive
براافو والله جزاك الله خير على كل مجهوداتك انت وصاحب الكتاب ✨,Positive
لقاء ثلاث ساعات تمنيت انه ثلاث ايام الله يزيده اخلاق وعلم,Positive
بارك الله فيك يا عبدالله وجزاك خير على الدورة القيمة المجانية,Positive
ياليتك ذكرتها قبل سنه بس شكرا على هذا الموقع,Positive
بوهدكاست في غاية الروعة ❤,Positive
الحلقة جميله جدا و الله انا نفسي تترجموا الحلقات او لو في طريقه لترجمتها,Positive
الله يعطيك العافية ويبارك فيك واستفدت منك كثير جدا,Positive
انا احبك ياصهيب قذولز ورح ادعمك لايكات,Positive
احمد احبك بالله ومتاكد انك رح تقدملنا محتوى يفيدنا الله يجعلها بميزان حسناتك,Positive
جزاك الله خيرا محتوى اكثر من رائع,Positive
ما شاءالله على ثقافه الضيف ربنا يزيده  نور وحتى المحاور ماشاءالله يجيد فتح محاور مهمه وعدم مقاطعه الضيف كما نرى عند آخرين ف للأمام,Positive
اعظم واثرى حلقة بودكاست سمعتها الى الآن اذا اجتمع الدين والعلم الشرعي مع العلم الدنيوي هذه النتيجه… ثراء معرفي وفكري ماشاءالله❤,Positive
بارك الله فيك جزاك الله خيرا,Positive
متحدث ومستمع رائعين   من فتره طويله ما قد استشعرت وجود مستمعين مبهرين بيننا  يمكن بالنسبه لي  والضيف امتعني بالسلوب النصح من فتره لفتره ما حسيت كأنه نقاش بينهم ولكنني معهم والمقصوده ولكني تمنيت ان الحلقه ما تنتهي  شيء جميل جدا,Positive
شغلت المقطع وانا اسوي رياضه على اساس اقفله اذا خلصت واستكمله لاحقا لكن حديث الاستاذ ياسر مشوق لا يمل منه سبحان من اعطاه الحكمه  ياليت لو يكون بينكم تعاون مستمر حيث تغطون المواضيع التي يجب ان تطرح على الساحه من الحكماء واصحاب العلم مثل الاستاذ ياسر,Positive
والله انت انسان رائع ويعجبني تفكيرك الراقي,Positive
في ثلاث اسابيع ٧ مليون مشاهده ما شاء الله تبارك الله ❤️,Positive
ياخي التعليقات تجبر الخاطر وربي😍😍♥️,Positive
حلقة رائعة وقيمة جدا جدا وسأعيد مشاهدتها بإذن الله  بارك الله فيكم وجزاكم كل خير,Positive
الله يبارك فيك وجزاك الله كل خير انشاء الله أحسنت بتلخيص الفائدة لنا أحببت هذا منك 🥰,Positive
هالبودكاست عدته اكثر من مرره واخيرا جالسه اسمع كلام واقعي وطبيعي ذبحتونا بأنت تستطيع وانت تقدر وتحسسون العالم انهم فاشلين وانسان بدا من الصفر وصار مليونير واخيرا استضفتوا ياسر الله يبارك فيه وفي وقته وكلامه جزاه الله كل خير اشكركم كثيرا خصوصا ابو مالح,Positive
حلقة رائعه وضيف مبهر,Positive
حلقة رائعة فيها وعي كبير  و ما تمل منها أبدا,Positive
إنسان روحك جميلة ومجتهد في كل تفاصيل الفيديو رووعة ♥️♥️♥️,Positive
أنت مدهش يا عربي,Positive
ماشاء الله تبارك الرحمن كلاام في قمة الروعه والجمال والحكمه ٣ ساعات من غير كلل ولا ملل يعطيك العافيه أستاذ ياسر والأخ ابوعمر شكرا جزيلا,Positive
جداا شكرا ياعبدالله تسلم,Positive
من اول فيديو حقا تبدو قناة جميلة جدا شكرا لي زوجتي المستقبلية هيه من ارشادتني لي هذه القناة,Positive
يا اخي والله اسلوبك جامد ياريتني عرفت قناتك من زمان❤️,Positive
سعيدة جدا بمشاهدتي لهذا البودكاست استفدت منه مرره كثير جز الله جميع القائمين على هذا العمل خير الجزاء 💚,Positive
جزاك الله كل خير,Positive
شكرا لأبوي لأنه أرسلنا هذي الحلقة العظيمة نشوفها 🤲🏼🤲🏼🤲🏼,Positive
فيديو ممتع ومفيد بشكل ✨,Positive
ماشاءالله الضيف ملئ بالانسانيه والمبادئ والانصاف يعجز اللسان عن التعبير شكرا لكم من القلب,Positive
حلقة جميلة خففت الكثير من الاوهام وتعلمت من خلالها مدى تقصيري بنفسي,Positive
ماشاء الله تبارك الرحمن اسلوب طرح جميل جدا وممتع,Positive
ماشالله عليك عليك فعلا فضيع انصح الكل الاستماع والانصات,Positive
جميل جدا جدا  الفيديو,Positive
سيماهم في وجوههم اني احبك في الله,Positive
ماشاءالله حلقة لا يمل من تكرارها ابدعتم ✨,Positive
حلقة ثرية وفخمة بفخامة الضيف  أسأل الله له ولنا القبول والعصمة من الفتن,Positive
ماشاءالله على طريقة الشرح,Positive
ماشاءالله تبارك الله جزاك الله خير والله يوفقك ويرزقك يارب ❤️❤️,Positive
أول مرة بحس حالي مستمتعة بمشاهدة لقاء من أوله و آخره و شكرا للمستضيف الي كان عم يعطي الفرصة الكاملة للضيف ليتحدث و يخرج مافي جعبته,Positive
انت فخم يارجل ❤️,Positive
جزاك الله خيرا ان كشفت لنا هذا الكنز 🏆👏 صار لي خمس ايام مقسمة المحاضرة قلت لابأس اسمعها وانا اطوي الملابس  طويت عني الطوي  وهرعت إلى مذكرتي تحية لكم 👏🏆,Positive
شرحك يجنن مشاءالله 🥺,Positive
استحضار أمثلة عجيب ودقيق الله يبارك فيه,Positive
من أفضل وأجمل ماسمعت لدرجه ودي الناس يسمعونها صراحه انسان رائع الاستاذ ياسر الحزيمي  الله يزيده من العلم ويبارك له فيه وراح اسمعها مره ومرتين وثلاث وعشر❤,Positive
مافي احلى من التدين على مثقف وواعي وافهم شخص يحترم ✨,Positive
اشكرك يا روبرت كيوساكي وناصر 💜🍯,Positive
انا مااتابع مشاهير  الا الي يستاهل وهذا ضمنهم صراحه اسطوره  اسلوبه ناجح في الاحساس بالمحتوى والتاثر منه,Positive
رهييب ياخي رهيب🔥🔥,Positive
تستحق اخ عبدالله,Positive
كنت احتاج اسمع حوار من هالنوع 🤍🤍🫂شكرا من القلب لكل القائمين على هالحلقة  الدكتور ياسر الحزيمي شكرا ولا توفي كلمة شكرا,Positive
مستمتع من طريقه إلقإ البرنامج لدرجه انو نزلت الكتاب هسي,Positive
شكرا لك  مبدع كالعاده,Positive
معلومات قيمة ومفيدة شكرا لك أخي الكريم,Positive
حلقة جمييلة من العيار الثقيل لو بيدي حطيت مليون لايك كل انسان في هذه الحياة يحتاج يشوف الحلقة 👍🏼,Positive
شكر خاص للمذيع والضيف وفريق العمل وهندسة الصوت والمونتاج بصراحه ابدعتوا تبارك الرحمن,Positive
عودا حميدا والف شكر لك على كلماتك اللي فعلا تلامس العقل والقلب على طول… خطواتي القادمة جالسة اشتغل عليها وربي ييسر لي ولكل مجتهد يارب,Positive
مقطع جميل 👌 هذا وقت التجارة وزمن البزنز,Positive
اخي عبدالله مشاء الله المعلومات  رائعه بس انا ابغى ابدا ومتحمسه  بس كيف افتح المتجر الخطوات وكيف ارتبه وهل فيه احد ممكن يساعدني بمبلغ يكون مو كثير وصدقني اذا انطلقت بحقق ان شاء الله لانه عارفه نفسي اذا حطيت  الشئ في راسي وبدايت راح انجح واتميز بعدالله,Positive
ما شاء الله عليك,Positive
صهيب قدس ابدااع كوميدي بلا حدود,Positive
طلعوا فية رجال في لبنان كفوو,Positive
الله يسعدك شرحك بسيط وواضح الله يسعدك الله ينور طريقك,Positive
حلقة ان لم تغيير تفكيرك فى انتا من الموتى  في كل محور يغوص فيه الدكتور اجد موقف مر بيحياتي تصرفت فيه بشكل مختلف مم ادى الى تشنج في العلاقة  لكن هدي الحلقة او الكورس ممكن ان نسميه اسلوب حياة من الصعب جدا ان اتبعته ان تكون لك عدوات او علاقت متوترة  فعلا حلقة للتاريخ  وا نسبة المشهداة اكبر دليل,Positive
احسنتم وبوركتم على هذا التقديم والشكر الجزيل للدكتور على هذا العرض وروعة المعلومات وسلاسة العرض والطرح,Positive
كثرة انتشار المقطع يدل على وعي الناس وحبة لمن يطرح هاذي المشاكل و يحلها حل يعتمد على الكتاب و السنه ❤,Positive
عساي اشوفك بالجنة,Positive
احسن فيديو البوم 😊😊والله العظيم لما شفت وقت الفيديو قلت امبيي مالي خلق بس لما وصلت الدقيقة تحمست حييبل وقلت الكتاب فالمكتبة فغرفتي وللحين ماكملته وهذا راح يخرب علي ماراح يخليني اقراه من كثر مااسلوبك شدني وعجبني بغيتك انت تسرد لي احداث الكتاب اونس من القراءة مع اني احب القراءة وهذا الكتاب كنت اروح المكتبة ادور عليه والقاه خلص لما لقيته وقلت يالله راح اقرا الكتاب ولو اني متأخرة بس هم استانست بس  المهم الفيديو نار 🔥,Positive
أسلوبك أكثر من رائع شكرا على المعلومات بالتوفيق لك👍👍,Positive
الله يبارك في علمه و ينفع فييه,Positive
بارك الله فيك استاذ محمد خطوة رائعة منك  ونرجوا من الله للجميع التوفيق والتقدم والإزدهار بحياتهم بكل خير,Positive
تمنيت انه ما يخلص وتمنيت اني انسى وارجع اسمع  من اجمل الاحاديث اللي سمعتها بحياتي شكرا لكم,Positive
ماشاءالله تبارك الله شكرا لك من كل قلبي ❣️,Positive
انساان راائع من القلب,Positive
لقاء رائع وضيف أروع حضرت لك محاضرة في ٢٠٠٨ كيف تختار تخصصك الجامعي كنت ولازلت رائعا ملهما ومصدر وعي حقيقي  سددك الله ورفعك 🌹,Positive
الله يعطيك العافية,Positive
الله يسعدك يارب 🤍,Positive
الله يوفقك استفدنا,Positive
ما شاء الله عليك  شكرا لك,Positive
ماشاءالله  بالتوفيق,Positive
اذا احب الله عبده حبب خلقه فيه كمية القبول واللطافة وحسن الطرح ورقي المحتوى عند الاستاذ ياسر غير طبيعية وآسرة ماقدرت استوعب عدد المشاهدات بإسبوعين فقط,Positive
انا اقدر اقول بالراحة ان هذه احدى افضل حلقات ثمانية على الاطلاق شكرا لكم ولضيفكم على هذا الحلقة القيمة والثرية,Positive
لاازم تترجم لكل اللغات,Positive
تسلم علي معلمات ممتازه 🥰🥰,Positive
ما شاء الله عليه مبدع,Positive
لقاء جدا جميل وضيف رائع واختياره للمفردات جدا جميل و موضوع العلاقات موضوع مهم جدا اجمل شيء عندما تترف للتعلق 💜💜,Positive
من عاداتي اليوميه اني اتابع مقاطعك و اعتبرها اني قريت كتاب,Positive
ماشاءالله متعة  طاقة  شغف,Positive
والله يا اخي ناصر انا منذ ان تابعتك والحمد لله غيرت كل تفكيري وغيرت كل مفهومي عن المال والثراء تغيرت حياتي راسا على عقب من دخل لا يتعدا الف دولار شهريا كموظف انا الان عندي شركتين ودخلي الشهري تعدا السبعة الاف دولار شهريا والعدد بازدياد والحمد لله بفضل معلوماتك عن المال في اليو تيوب وبفضل الله انا على طريق الثراء باذن الله وكل هاذا خلال سنة فقط,Positive
لفكرة بلخطوة لقادمة ممكن نعمل عادات ونستمر عليها لحتى نطور من حالنا اكتر على مستوى التعليم أو مهارة معينة أو رياضة مثلا  بس بنفس لوقت يكون عنا خطة معينة لنوصل للشي يلي بدنا ياه حبيت لسلسلة استمر بلتوفيق ♥️♥️,Positive
ناصر اطلق شخص لخص الكتاب في اليوتيوب ❤ اسلوب شيق وطرح رائع,Positive
شكرا على الموضوع الرائع يا قمر,Positive
الله يوفقك شرحك ممتاز,Positive
انت جدا  رائع  ربي يوفقك ويحميك واستمر واحنا معاك,Positive
ظهرت لي بالصدفة على اقتراحات اليوتيوب أول ما اشتغل الفيديو قلت اوقفه واروح لغيره لكن طريقة كلامك شدتني اني اتابع الفيديو كله وانا أقولك  ياصديقي انك ستكون مثل أبو مايك لانك مبدع فعلا بهنييك على الأسلوب وعلى كل هذا الأبداع,Positive
بديت أموت من الضحك من كثرة واقعية الكلام الذي انكال في هاذا المقطع,Positive
خطير هذا الولد 🌹,Positive
مشترك جديد  عجبني المحتوى,Positive
كلمه مبدع قليله عليك انت من الناس اللي تستاهل وتستحق تكون مشهور بعيد عن الناس أو الأشياء الساذجه انت عظيم 🙏💪🤍,Positive
حبيب القلب ✨❤️ أستمر يامبدع ولاتلتفت إلى للوراء وخذ من الماضي دروسا لعلها تفيدك بمستقبلك ✨🌹👍,Positive
والله تستاهل مليون لايك ياخي الله يسعدك ❤️❤️,Positive
سعيدة جدا بوصولي لقناتك الجميلة كان لابد من أن أصل هنا وإلا  فشكرا لك,Positive
اخي عبدالله الله يجزيك الخير وربي يوفقك وان شاءالله الى الامام انت انسان مثمر ورائع واسال الله التوفيق لك والنجاح,Positive
جزاك الله خيرا نريد حلقة أخرى,Positive
احبك من الاعمال 💗💗,Positive
رائع تحية حب و تقدير و احترام,Positive
الله يحفظك تحياتي من المغرب,Positive
بارك الله فيك يا استاذ عبدالله تستاهل الف لايك معلوماتك قوية وجدا انسان محترم,Positive
دكتور كلامك صحيح انا عشت العمر كله اميرة خلق الايثار عالي اعطي ولا انتظر مقابل بالفعل وارهقت جدا وعدى العمر ع الفاضي وشعرت كتير بالخذلان غلط العطاء منقطع النظير  تتلت قوي وةدمرت من جوايا,Positive
شكرا لك ماقصرت الله يسعدك ويرزقك من حيث لاتحتسب,Positive
الحلقة اسطورية نطالب بجزء ثاني🔥🔥,Positive
وصول  الحلقة هذي لرقم المشاهدات العالي بسرعة يعطني تفائل بالمجتمع العربي والسعودي خصوصا لانها الاعلى قيمة بين ذل الحلقات والموضوع نقطة ضعف بالحياة المعاصرة الوعي مرتفع الله يبارك انصح بالترجمة هم اكثر حاجة لما طرح,Positive
جزاك الله خيرا يا اخي الكريم,Positive
كلامك محفز جدا لناس كثير ضايعة مش عارفين كيف البداية بالتوفيق و الى الامام,Positive
احسنت بارك الله فيك,Positive
انت شخص رائع افضل ملخص شفتوا باحياتي,Positive
جزاكم الله خير  أكثرو من هذه اللقاءات نحن متعطشون لمثل هذه السقيا الطاهرة,Positive
استمر اجمل قناة راح ادمن هالقناة,Positive
شخص يتكلم بكامل العقلانية و الوعي والنضج كل الشكر لبرودكاست فنجان والشكر للدكتور ياسر فعلا مبدع,Positive
تبارك الله جزاكم الله خيرا اختصرتم الكثير,Positive
سبحان اللي عطاه العلم والثراء المعرفي كمية معلومات وحكم في الحلقة لاقوة الا بالله  اللهم ارزقني العلم الذي ينفع وإياكم,Positive
واو واو وااو وااوو,Positive
بودكاست اكثر من رائع 👏🏻,Positive
حلقة اكثر من رائعة  تمنيت ان لا تنتهي من جمالها,Positive
احمد الله ان الفيديو طلعلي كنت في حاله ضياع هل اقدر اعمل كذا اما الان ان شاء الله انوي عمل خطه متقنه هذه المرة🌸🌸,Positive
مافي شي غلط باللي قالتو طلعو من تحجركم بقا أيها العرب,Positive
ما هذا يا الهي اصبح العالم في تقدم هذا هو التقدم ولا بلاش,Positive
أفضل يوتيوبر سردك جدا ممتع وطريقتك حلوة وسلسة في إيصال المعلومة تحياتي لك من الجزائر  🇩🇿 مشتركة جديدة كل الدعم تستحق  مليون,Positive
مبدع جدا بعيدا عن كثر الكلام والكورسات العربية الكثيرة الي بتكون مدفوعة عن الدروب شيبينج أنا شفت تحدي ال أيام وشفت هاد الفيديو بصراحة الله يعطيك العافية وربنا يجزيك كل خير على الفيديوهات الرائعة وعدم بخلك بالمعلومة على الناس الله يبارك فيك وفي رزقك وفي أهلك يا رب ويحفظك لحبايبك,Positive
ما أجمل كلمة أسف من الدكتور شكرا لك على هذا الإبداع وشكرا لفنجان على انتقاء المبدعين,Positive
تحياتي ل عبدالرحمن أبو مالح و ل بودكاست فنجان على الحلقات المميزة و الضيوف المميزين كل حلقة إبداع و ثراء فكري و معرفي شكرا من القلب ❤️,Positive
والله كفو على ذاك الي صرخ على الولد وقال وللدد,Positive
والله العظيم ااجمل قناه عجبتني بصراحه انت شخص عظيم ربي يحميك ويحفظك ويبارك بيك مش عارفه كيف اشرح شعوري لهذه القناة والله استمرر,Positive
نانسي ما بتنكره ههي جمال الكون نانسي احلا وحدي بلدنيا بحبك نانسي 💝💝,Positive
كل الحب للنشمي خليل,Positive
ساقوم بتوجيه الناس لهنا 🇩🇿قمة في الروعة,Positive
اجمل حلقة بودكاست مرت علي,Positive
الله  رغم اني سبق وقرأت الكتاب لكن مافهمته  الا منك,Positive
ممتعه الحلقه جداا,Positive
ياارب تترجم للغات العالم كاملة 🤲🏻,Positive
مشكور وما قصرت صراحة القائك ووجهك يوحي بالصدق وكلامك مقنع ومريح اكرر شكري لك وبالتوفيق,Positive
انا معجبة في عمر الصراحة فكريا خصوصا,Positive
شكرا بالجد ربنا يسعدكم يارب دخلت عاديه وطلعت انسانه تانيه كل الجمال والحب ليكم ❤️❤️❤️,Positive
حقيقة لقاء عظييم الله يجازيكم خير,Positive
المقطع مرره حلو واتمنا ان يكون القطغ بدون موسيقى ❤️,Positive
بارك الله فيك اخي عبد الله,Positive
جزاك الله خير وبركة وسعادة يا أخي الكريم الله يحفضك من كل سوء ومكروه يارب العالمين امين والصلاة والسلام على رسول الله صلى الله عليه وسلم آمين امين,Positive
ما شاء الله عليك عبدالله كفيت ووفيت بارك الله فيك 👏,Positive
كثر خيرك وطول عمرك معلومات راائعه جدآ سؤال الله لاهانك مشكلتي التوصيل مده كثير ومش قادر أجتازها غير علي الدايركت  وهل متوفر العمل خطوه بخطه في الاكاديميه الخاصه بك وشكرآ,Positive
الاغنيه مره حلوه🧢🧢,Positive
من اروع واجمل ما سمعت❤ احلى ثلاث ساعات بحياتي,Positive
جميل جميل جميلل جدا ياليت لو تسوون حلقه ثانيه مع ياسر,Positive
بجنن الفيديو شكرا ❤️,Positive
شكرا على مجهوداتك  فقط احيانا المناخ العربي و المنطقة تلعب دور في تحقيق أو تطبيق هاته النصائح,Positive
اقسم بالله كلام في صميم القلب حط,Positive
حقيقي استفدت كثييرر,Positive
ناصر يعطيك العافيه,Positive
ولله يااخوي إنك افدتني من بدايتك الله يوفقك ماشاء الله الله يكتب اجر تعبك لك فضل بعد الله في استمرار سعي,Positive
تستحق كل الاحترام والتقدير على سرد هذه المقدمة بشكل مشوق و ترسيخ المعلومات في عمق العقل بارك الله لنا فيكم وجزاكم الله خيرا,Positive
استفدت جدا من هذي الفديو شكرا لكم 🤍🤍,Positive
ترجموا هذه الحلقه رحم الله والديكم لابد أن تسمعها كل الشعوب,Positive
حرام عليكم حلقة مثرية مثل هذي ما تترجم للغات على الاقل الانجليزية ياحسافة ان برامج تافهة تترجم للانجليزية ومثل بودكاست فنجان ماتترجم ترجموها والدي بالعمل عنده اصحابه امريكيين وبريطانيين مهتمين بهذي المواضيع خل يشوفونها,Positive
يعطيك العافية بارك الله في جهودك وزادك علما وفتح لك رزقا حلالا واسعا,Positive
والله اندهلت منك,Positive
حبيتت💙💙🧢💙💙🧢🧢💙💙🧢,Positive
اروع واحله ١٣دقيقه بحياتي,Positive
الحمدلله اني مشجع لبرشلونه وانا مسرور جدا,Positive
بجد يعني اسلوبك كويس اووي و كوميدي جدا 😂😂,Positive
انا بحبكك اويي يفنانه كارمنن فريدد💛💛,Positive
رجل بمعنى الكلمة,Positive
الله يجزاك خير ويبارك لك,Positive
انا قرأت الكتاب؛ فعلا تلخيصك ممتاز يا عمي,Positive
هذي الحلقة اعتبرها دليل إرشادي لإسلوب حياة  جميلة ومليئه بالنصايح والمعلومات الشكر الجزيل للضيف ياسر الحزيمي,Positive
يجنن الشرح بأدق التفاصيل ❤️❤️,Positive
لا زلت اقول عمر اهنيك يا وحش 👍🏻❤️,Positive
ياخي يعجبني ذكاء العرب,Positive
ماشاء الله عليك🤍,Positive
من أجمل المقاطع العربية تلاث ساعات متواصلة لاول مرة عجزت عن تسريعها لا تخلو من الوعي و التفكر في العلاقات مع الذات والغيرناهيك عن السولوكيات والاخلاقيات التي تحفزك على الاصلاح والتطور والرقي شكرا للمشاركة الغنية والجميلة,Positive
من اورع ما سمعت كلام عميق جدا  جدا جدا نحتاج ان نفهم أنفسنا ومن حولنا بطريقة الصح شكرا الله يجزيك كل خير وكل من ساهم ونشر الخير  تكون سبب لسعاده في الدنيا والاخره,Positive
ما شالله عليك مبدع محتوى مفيد جدا وشرح مميز لا يمل من فيديوهاتك 👌👍👍,Positive
عنده كاريزما وحضور مش طبيعي,Positive
أبدعت بكل ما تصفه الكلمة من معنى 👏👏,Positive
شكرا لك أستاذ محمد فعلا اذا لم تتقدم لن تطور نفسك او تجارتك يعني مثل ما قيل  مكانك راوح,Positive
عجبني رجل كثير حلو مشاء الله,Positive
من قوة المعلومات شاهدة سلسلة الاب الغني والاب الفقير  مرات وانصح اكتب هذه المعلومات في كراسة العلم صيد والكتابة صيد  اكتب ثم اكتب ثم اكتب,Positive
يعجبني فيك انك صريح ومو متكلف 👍💗💗,Positive
بمثل هؤلاء نفتخر ماشاء الله عليك يا أ ياسر نفع الله بك ورفع قدرك في الدارين,Positive
اسلوبك ياخي  راائع جدا ادامك الله,Positive
مبددع,Positive
ما شاء الله عليك  كم شخص استفاد من قناتك وطريقة شرحك وكم شخص تغيرت حياته للاحسن بسببك🥺💖 قناتك من أحب القنوات الى قلبي وللأبد,Positive
رائع  اللهم بارك,Positive
مسلسل راائع وكل هذا الهجوم حسد على النجوم الرائعين لورانس والهريفي,Positive
امانه لاتطول علينا 😭😭,Positive
افخم اسلوب ب التلخيص,Positive
يا أخي والله أجمل يوتيوبر ❤️❤️ الله يرحم والدك,Positive
شكرا لك أستاذجزاك الله كل خير,Positive
شرح جميل جداا الله يكتب اجرك ❤️,Positive
الكتاب في قمه الروعه انا قريته,Positive
شهادة لله انك إنسان رائع,Positive
الله يكتب أجرك 🌷,Positive
ثلاث ساعات من بعض علم وفهم وسماع ويالله عسى ان تنفع بي دخلت شخص وخرجت شخص أخر 😢 شكرا ثمانية وياسر على الكلام العميق اللي الكل قاعد يسمعه ويفيد الكل أتمنى وكل التمني حلقات ثمانية يكون متواجد فيها ياسر الحزيمي بمواضيع مختلفه لأني حاسه بهالثلاث ساعات معلومات عميقه وكبيرة على العقل ان يستوعبها وهي فقط تشمل موضوع واحد وهي العلاقات,Positive
بيض الله وجهك وجزاك الله خيرر,Positive
عدت المقطع مليون مره 😂😂,Positive
ربي يباركلك والله ربي يجازيك خيير ♥️,Positive
الله يسعدك ي ابو عمر على هذا الضيف زي ما أسعدتني,Positive
الله يزيدك رزق وفايدة 🙏,Positive
فضيع الصراحه 💓💓,Positive
أحسن حاجه سمعتها فالحياه,Positive
و الله شكرا يا اخي,Positive
جدداا متحممسه لهذي السلسلة الله يكتب اجرك وينفع فيك وبعلمك,Positive
تبارك الرحمن تسلسل افكار وسعة أفق 👍👍,Positive
انت زلمة بتفهم والي بقلك غير هيك عقلو متحجر 👍,Positive
